em_KEGG_ko,kegg_pathway_id,Overview_category,pathway_name
K04523,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04556,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04565,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04569,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04570,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04572,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04573,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04574,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04575,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04647,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04648,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04726,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04741,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K04960,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05085,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05141,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05197,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05198,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05208,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05209,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05210,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05211,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05212,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05410,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05455,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05456,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05457,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05458,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05613,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05688,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05692,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05759,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K05862,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K06268,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K06691,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K06693,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07203,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07374,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07375,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07607,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07874,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07887,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07901,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K07925,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K08269,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K08331,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K08333,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K08334,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K08738,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K08852,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K08860,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K09027,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K09054,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K09291,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K09490,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10396,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10407,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10408,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10409,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10410,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10411,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10412,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10424,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10425,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10426,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10427,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10428,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10435,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10706,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10707,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K10881,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K11143,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K11351,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K11352,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K11353,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K11407,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K11518,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K11519,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12172,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12192,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12650,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12741,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12881,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12882,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12892,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K12896,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K13098,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K13158,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K13213,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K13240,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K13241,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K13525,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14004,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14284,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14285,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14295,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14296,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14297,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14298,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14299,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14300,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14301,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14302,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14303,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14304,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14305,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14306,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14307,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14308,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14309,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14310,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14311,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14312,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14313,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14314,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14315,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14316,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14317,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14318,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K14381,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K16575,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K16576,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K16631,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K17095,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K17589,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K17889,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K17906,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K17908,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K17985,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K18723,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K19026,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K19730,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K19946,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K20719,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K20858,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K21246,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K21357,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K22759,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K22913,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K23600,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K23609,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K23610,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K23611,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K23625,ko05014,Neurodegenerative disease,Amyotrophic lateral sclerosis
K00234,ko05016,Neurodegenerative disease,Huntington disease
K00235,ko05016,Neurodegenerative disease,Huntington disease
K00236,ko05016,Neurodegenerative disease,Huntington disease
K00237,ko05016,Neurodegenerative disease,Huntington disease
K00411,ko05016,Neurodegenerative disease,Huntington disease
K00412,ko05016,Neurodegenerative disease,Huntington disease
K00413,ko05016,Neurodegenerative disease,Huntington disease
K00414,ko05016,Neurodegenerative disease,Huntington disease
K00415,ko05016,Neurodegenerative disease,Huntington disease
K00416,ko05016,Neurodegenerative disease,Huntington disease
K00417,ko05016,Neurodegenerative disease,Huntington disease
K00418,ko05016,Neurodegenerative disease,Huntington disease
K00419,ko05016,Neurodegenerative disease,Huntington disease
K00420,ko05016,Neurodegenerative disease,Huntington disease
K00432,ko05016,Neurodegenerative disease,Huntington disease
K00914,ko05016,Neurodegenerative disease,Huntington disease
K02084,ko05016,Neurodegenerative disease,Huntington disease
K02125,ko05016,Neurodegenerative disease,Huntington disease
K02126,ko05016,Neurodegenerative disease,Huntington disease
K02127,ko05016,Neurodegenerative disease,Huntington disease
K02128,ko05016,Neurodegenerative disease,Huntington disease
K02131,ko05016,Neurodegenerative disease,Huntington disease
K02132,ko05016,Neurodegenerative disease,Huntington disease
K02133,ko05016,Neurodegenerative disease,Huntington disease
K02134,ko05016,Neurodegenerative disease,Huntington disease
K02135,ko05016,Neurodegenerative disease,Huntington disease
K02136,ko05016,Neurodegenerative disease,Huntington disease
K02137,ko05016,Neurodegenerative disease,Huntington disease
K02138,ko05016,Neurodegenerative disease,Huntington disease
K02159,ko05016,Neurodegenerative disease,Huntington disease
K02187,ko05016,Neurodegenerative disease,Huntington disease
K02256,ko05016,Neurodegenerative disease,Huntington disease
K02261,ko05016,Neurodegenerative disease,Huntington disease
K02262,ko05016,Neurodegenerative disease,Huntington disease
K02263,ko05016,Neurodegenerative disease,Huntington disease
K02264,ko05016,Neurodegenerative disease,Huntington disease
K02265,ko05016,Neurodegenerative disease,Huntington disease
K02266,ko05016,Neurodegenerative disease,Huntington disease
K02267,ko05016,Neurodegenerative disease,Huntington disease
K02268,ko05016,Neurodegenerative disease,Huntington disease
K02270,ko05016,Neurodegenerative disease,Huntington disease
K02271,ko05016,Neurodegenerative disease,Huntington disease
K02272,ko05016,Neurodegenerative disease,Huntington disease
K02273,ko05016,Neurodegenerative disease,Huntington disease
K02725,ko05016,Neurodegenerative disease,Huntington disease
K02726,ko05016,Neurodegenerative disease,Huntington disease
K02727,ko05016,Neurodegenerative disease,Huntington disease
K02728,ko05016,Neurodegenerative disease,Huntington disease
K02729,ko05016,Neurodegenerative disease,Huntington disease
K02730,ko05016,Neurodegenerative disease,Huntington disease
K02731,ko05016,Neurodegenerative disease,Huntington disease
K02732,ko05016,Neurodegenerative disease,Huntington disease
K02734,ko05016,Neurodegenerative disease,Huntington disease
K02735,ko05016,Neurodegenerative disease,Huntington disease
K02736,ko05016,Neurodegenerative disease,Huntington disease
K02737,ko05016,Neurodegenerative disease,Huntington disease
K02738,ko05016,Neurodegenerative disease,Huntington disease
K02739,ko05016,Neurodegenerative disease,Huntington disease
K03006,ko05016,Neurodegenerative disease,Huntington disease
K03007,ko05016,Neurodegenerative disease,Huntington disease
K03008,ko05016,Neurodegenerative disease,Huntington disease
K03009,ko05016,Neurodegenerative disease,Huntington disease
K03010,ko05016,Neurodegenerative disease,Huntington disease
K03011,ko05016,Neurodegenerative disease,Huntington disease
K03012,ko05016,Neurodegenerative disease,Huntington disease
K03013,ko05016,Neurodegenerative disease,Huntington disease
K03014,ko05016,Neurodegenerative disease,Huntington disease
K03015,ko05016,Neurodegenerative disease,Huntington disease
K03016,ko05016,Neurodegenerative disease,Huntington disease
K03017,ko05016,Neurodegenerative disease,Huntington disease
K03028,ko05016,Neurodegenerative disease,Huntington disease
K03029,ko05016,Neurodegenerative disease,Huntington disease
K03030,ko05016,Neurodegenerative disease,Huntington disease
K03031,ko05016,Neurodegenerative disease,Huntington disease
K03032,ko05016,Neurodegenerative disease,Huntington disease
K03033,ko05016,Neurodegenerative disease,Huntington disease
K03035,ko05016,Neurodegenerative disease,Huntington disease
K03036,ko05016,Neurodegenerative disease,Huntington disease
K03037,ko05016,Neurodegenerative disease,Huntington disease
K03038,ko05016,Neurodegenerative disease,Huntington disease
K03039,ko05016,Neurodegenerative disease,Huntington disease
K03061,ko05016,Neurodegenerative disease,Huntington disease
K03062,ko05016,Neurodegenerative disease,Huntington disease
K03063,ko05016,Neurodegenerative disease,Huntington disease
K03064,ko05016,Neurodegenerative disease,Huntington disease
K03065,ko05016,Neurodegenerative disease,Huntington disease
K03066,ko05016,Neurodegenerative disease,Huntington disease
K03120,ko05016,Neurodegenerative disease,Huntington disease
K03129,ko05016,Neurodegenerative disease,Huntington disease
K03173,ko05016,Neurodegenerative disease,Huntington disease
K03878,ko05016,Neurodegenerative disease,Huntington disease
K03879,ko05016,Neurodegenerative disease,Huntington disease
K03880,ko05016,Neurodegenerative disease,Huntington disease
K03881,ko05016,Neurodegenerative disease,Huntington disease
K03882,ko05016,Neurodegenerative disease,Huntington disease
K03883,ko05016,Neurodegenerative disease,Huntington disease
K03884,ko05016,Neurodegenerative disease,Huntington disease
K03934,ko05016,Neurodegenerative disease,Huntington disease
K03935,ko05016,Neurodegenerative disease,Huntington disease
K03936,ko05016,Neurodegenerative disease,Huntington disease
K03937,ko05016,Neurodegenerative disease,Huntington disease
K03938,ko05016,Neurodegenerative disease,Huntington disease
K03939,ko05016,Neurodegenerative disease,Huntington disease
K03940,ko05016,Neurodegenerative disease,Huntington disease
K03941,ko05016,Neurodegenerative disease,Huntington disease
K03942,ko05016,Neurodegenerative disease,Huntington disease
K03943,ko05016,Neurodegenerative disease,Huntington disease
K03944,ko05016,Neurodegenerative disease,Huntington disease
K03945,ko05016,Neurodegenerative disease,Huntington disease
K03946,ko05016,Neurodegenerative disease,Huntington disease
K03947,ko05016,Neurodegenerative disease,Huntington disease
K03948,ko05016,Neurodegenerative disease,Huntington disease
K03949,ko05016,Neurodegenerative disease,Huntington disease
K03950,ko05016,Neurodegenerative disease,Huntington disease
K03951,ko05016,Neurodegenerative disease,Huntington disease
K03952,ko05016,Neurodegenerative disease,Huntington disease
K03953,ko05016,Neurodegenerative disease,Huntington disease
K03954,ko05016,Neurodegenerative disease,Huntington disease
K03955,ko05016,Neurodegenerative disease,Huntington disease
K03956,ko05016,Neurodegenerative disease,Huntington disease
K03957,ko05016,Neurodegenerative disease,Huntington disease
K03958,ko05016,Neurodegenerative disease,Huntington disease
K03959,ko05016,Neurodegenerative disease,Huntington disease
K03960,ko05016,Neurodegenerative disease,Huntington disease
K03961,ko05016,Neurodegenerative disease,Huntington disease
K03962,ko05016,Neurodegenerative disease,Huntington disease
K03963,ko05016,Neurodegenerative disease,Huntington disease
K03964,ko05016,Neurodegenerative disease,Huntington disease
K03965,ko05016,Neurodegenerative disease,Huntington disease
K03966,ko05016,Neurodegenerative disease,Huntington disease
K03967,ko05016,Neurodegenerative disease,Huntington disease
K03968,ko05016,Neurodegenerative disease,Huntington disease
K04355,ko05016,Neurodegenerative disease,Huntington disease
K04398,ko05016,Neurodegenerative disease,Huntington disease
K04399,ko05016,Neurodegenerative disease,Huntington disease
K04418,ko05016,Neurodegenerative disease,Huntington disease
K04426,ko05016,Neurodegenerative disease,Huntington disease
K04431,ko05016,Neurodegenerative disease,Huntington disease
K04440,ko05016,Neurodegenerative disease,Huntington disease
K04451,ko05016,Neurodegenerative disease,Huntington disease
K04498,ko05016,Neurodegenerative disease,Huntington disease
K04533,ko05016,Neurodegenerative disease,Huntington disease
K04559,ko05016,Neurodegenerative disease,Huntington disease
K04560,ko05016,Neurodegenerative disease,Huntington disease
K04564,ko05016,Neurodegenerative disease,Huntington disease
K04565,ko05016,Neurodegenerative disease,Huntington disease
K04604,ko05016,Neurodegenerative disease,Huntington disease
K04634,ko05016,Neurodegenerative disease,Huntington disease
K04638,ko05016,Neurodegenerative disease,Huntington disease
K04644,ko05016,Neurodegenerative disease,Huntington disease
K04645,ko05016,Neurodegenerative disease,Huntington disease
K04646,ko05016,Neurodegenerative disease,Huntington disease
K04647,ko05016,Neurodegenerative disease,Huntington disease
K04648,ko05016,Neurodegenerative disease,Huntington disease
K04684,ko05016,Neurodegenerative disease,Huntington disease
K04849,ko05016,Neurodegenerative disease,Huntington disease
K04958,ko05016,Neurodegenerative disease,Huntington disease
K05003,ko05016,Neurodegenerative disease,Huntington disease
K05197,ko05016,Neurodegenerative disease,Huntington disease
K05198,ko05016,Neurodegenerative disease,Huntington disease
K05199,ko05016,Neurodegenerative disease,Huntington disease
K05200,ko05016,Neurodegenerative disease,Huntington disease
K05208,ko05016,Neurodegenerative disease,Huntington disease
K05210,ko05016,Neurodegenerative disease,Huntington disease
K05613,ko05016,Neurodegenerative disease,Huntington disease
K05614,ko05016,Neurodegenerative disease,Huntington disease
K05625,ko05016,Neurodegenerative disease,Huntington disease
K05858,ko05016,Neurodegenerative disease,Huntington disease
K05862,ko05016,Neurodegenerative disease,Huntington disease
K05863,ko05016,Neurodegenerative disease,Huntington disease
K05870,ko05016,Neurodegenerative disease,Huntington disease
K06067,ko05016,Neurodegenerative disease,Huntington disease
K06691,ko05016,Neurodegenerative disease,Huntington disease
K06693,ko05016,Neurodegenerative disease,Huntington disease
K07202,ko05016,Neurodegenerative disease,Huntington disease
K07203,ko05016,Neurodegenerative disease,Huntington disease
K07374,ko05016,Neurodegenerative disease,Huntington disease
K07375,ko05016,Neurodegenerative disease,Huntington disease
K08269,ko05016,Neurodegenerative disease,Huntington disease
K08331,ko05016,Neurodegenerative disease,Huntington disease
K08333,ko05016,Neurodegenerative disease,Huntington disease
K08334,ko05016,Neurodegenerative disease,Huntington disease
K08530,ko05016,Neurodegenerative disease,Huntington disease
K08738,ko05016,Neurodegenerative disease,Huntington disease
K08769,ko05016,Neurodegenerative disease,Huntington disease
K08852,ko05016,Neurodegenerative disease,Huntington disease
K09047,ko05016,Neurodegenerative disease,Huntington disease
K09048,ko05016,Neurodegenerative disease,Huntington disease
K09222,ko05016,Neurodegenerative disease,Huntington disease
K09565,ko05016,Neurodegenerative disease,Huntington disease
K10132,ko05016,Neurodegenerative disease,Huntington disease
K10396,ko05016,Neurodegenerative disease,Huntington disease
K10407,ko05016,Neurodegenerative disease,Huntington disease
K10408,ko05016,Neurodegenerative disease,Huntington disease
K10409,ko05016,Neurodegenerative disease,Huntington disease
K10410,ko05016,Neurodegenerative disease,Huntington disease
K10411,ko05016,Neurodegenerative disease,Huntington disease
K10412,ko05016,Neurodegenerative disease,Huntington disease
K10424,ko05016,Neurodegenerative disease,Huntington disease
K10425,ko05016,Neurodegenerative disease,Huntington disease
K10426,ko05016,Neurodegenerative disease,Huntington disease
K10427,ko05016,Neurodegenerative disease,Huntington disease
K10428,ko05016,Neurodegenerative disease,Huntington disease
K10881,ko05016,Neurodegenerative disease,Huntington disease
K11143,ko05016,Neurodegenerative disease,Huntington disease
K11351,ko05016,Neurodegenerative disease,Huntington disease
K11352,ko05016,Neurodegenerative disease,Huntington disease
K11353,ko05016,Neurodegenerative disease,Huntington disease
K11644,ko05016,Neurodegenerative disease,Huntington disease
K11824,ko05016,Neurodegenerative disease,Huntington disease
K11825,ko05016,Neurodegenerative disease,Huntington disease
K11826,ko05016,Neurodegenerative disease,Huntington disease
K11827,ko05016,Neurodegenerative disease,Huntington disease
K11828,ko05016,Neurodegenerative disease,Huntington disease
K11829,ko05016,Neurodegenerative disease,Huntington disease
K11830,ko05016,Neurodegenerative disease,Huntington disease
K11831,ko05016,Neurodegenerative disease,Huntington disease
K15040,ko05016,Neurodegenerative disease,Huntington disease
K15041,ko05016,Neurodegenerative disease,Huntington disease
K16575,ko05016,Neurodegenerative disease,Huntington disease
K16576,ko05016,Neurodegenerative disease,Huntington disease
K17589,ko05016,Neurodegenerative disease,Huntington disease
K17889,ko05016,Neurodegenerative disease,Huntington disease
K17906,ko05016,Neurodegenerative disease,Huntington disease
K17908,ko05016,Neurodegenerative disease,Huntington disease
K17985,ko05016,Neurodegenerative disease,Huntington disease
K19730,ko05016,Neurodegenerative disease,Huntington disease
K21246,ko05016,Neurodegenerative disease,Huntington disease
K21357,ko05016,Neurodegenerative disease,Huntington disease
K00914,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K00922,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02649,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02677,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02725,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02726,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02727,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02728,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02729,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02730,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02731,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02732,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02734,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02735,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02736,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02737,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02738,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K02739,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03028,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03029,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03030,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03031,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03032,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03033,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03035,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03036,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03037,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03038,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03039,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03061,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03062,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03063,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03064,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03065,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03066,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03120,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03124,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K03173,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04344,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04426,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04440,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04456,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04603,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04634,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04684,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04889,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04893,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04958,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04959,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04960,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04961,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K04966,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05197,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05198,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05199,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05208,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05209,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05210,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05211,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05212,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05213,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05214,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05617,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05853,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05858,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05862,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K05863,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K06053,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K06249,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K06691,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K06693,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K07203,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08064,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08269,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08331,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08333,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08334,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
K08532,ko05017,Neurodegenerative disease,Spinocerebellar ataxia
